id,name,0,1
1,バーベキュー,0.037249525168806565,-0.07370180753344414
2,キャンプ・グランピング,0.338924832845264,-0.19452031089564562
3,温泉・銭湯,-0.0692495020300756,0.07578870960812895
4,博物館・美術館,-0.11830608228930266,0.09201007198350224
5,飲み会(居酒屋),-0.18488529282643276,-0.09036055392350427
6,ショッピング,0.05523129334361559,-0.17320997661715817
7,遊園地,0.28209355879847187,-0.14756863938475714
8,動物園,0.05635679131040726,0.12945615587813253
9,水族館,-0.0037033187593531734,0.11566579517352672
10,カラオケ,-0.11287344664953934,0.06950656455718035
11,料理・お菓子作り,-0.2723715708612127,-0.06677378739097056
12,ボルダリング,-0.11915053139116387,0.16385271317460454
13,海へ観光,0.15212475606611323,0.13907262650687657
14,食べ歩き,0.07386783074288839,-0.039817519314279494
15,フルーツ狩り,0.25459073279868943,0.023116305165433667
16,アニマルカフェ,-0.17893146108786387,0.069620907715668
17,サッカー,0.20433117674886275,0.2526080058483281
18,バスケ,0.03767789765739666,0.22910403552213673
19,バッティングセンター,-0.12923834179944038,0.13967523948476332
20,映画館で映画を見る,-0.286612126844403,0.03445272937186355
21,読書・漫画を読む,-0.348416088173853,-0.005750374041988482
22,絵を描く,-0.06976529831985054,0.054053259138075446
23,レザークラフト,-0.19284048497091172,-0.1310933604377767
24,脱出ゲーム,0.012317156347969408,0.14451572745169175
25,ゲーム,-0.32535077780383703,-0.04315972849269819
26,ボウリング,0.0009666132672503894,0.19287581581281446
27,ビリヤード,-0.1341400997187631,0.09485610402774475
28,麻雀,-0.31429383429800944,3.282905805740271e-05
29,ボードゲーム,-0.222961419503823,0.049985704549922884
30,スポーツ観戦,-0.14072198933322477,0.025473170506116145
31,エステ・マッサージ,-0.24565237408544321,-0.0662841609001236
32,家で映画を見る,-0.3933994005006879,-0.07734381329764627
33,パラグライダー,0.39936238090357573,-0.15055526548519585
34,スカイダイビング,0.48846498338655064,0.05165470023217631
35,バンジージャンプ,0.47506537981148744,0.10176760705269865
36,カヌー・カヤック,0.36141961085267965,0.003935356934780197
37,サップボード,0.4240298068895158,-0.048512906352654935
38,スキューバダイビング,0.4234030942812346,-0.048214945778168455
39,シュノーケリング,0.19547465751143026,0.16053384989603695
40,ナイトプール,0.07974207051225003,0.1615232333585706
41,パラセーリング,0.19930266325144938,-0.07810493278985295
42,ナイトツアー,0.149934754527141,0.08796069473978999
43,海・川釣り,0.1798106802346116,0.14105019359369753
44,乗馬体験,0.13586157680725355,0.04520478599494066
45,キャンピングカーレンタル,0.18238640990291374,0.01425218810154656
46,天体観測,-0.029249159743075438,0.05728355119060715
47,登山・トレッキング,0.19981083583923495,0.23267528700214546
48,ハイキング・ウォーキング,0.14337560242534467,0.16553053761942918
49,スキー・スノボー,0.2506572898699236,0.09182271423402691
50,Bar,-0.09642376340315631,-0.23229078509325482
51,サバゲー,0.19893617512816947,0.08275679636529158
52,ビュッフェ・バイキング,-0.23418351097181267,0.02036943426711174
53,ライブハウス,-0.12319464751241954,0.014520856785421053
54,演劇・ミュージカル,-0.01018841460448037,-0.2945354237035819
55,プラネタリウム,-0.28675055357661833,0.008912145506134382
56,トランポリン,-0.013418652261992287,0.040590086824923155
57,パーソナルジム,-0.09150014552841633,-0.06771518078366878
58,サイクリング,0.19812322924186582,0.2087014742589298
59,フィットネス・ヨガ,-0.2718473062186179,0.0015320322947051986
60,射撃・アーチェリー体験,0.0963128242167623,0.06359260409230107
61,陶芸・ガラス体験,-0.22865205046960735,-0.02239177747036829
62,DIY家具,0.09276870106885171,-0.20299686259767016
63,手作り雑貨,-0.23047115269169013,-0.12501053043044041
64,サウナ・岩盤浴,-0.12495765324016253,0.064170047794444
65,熱気球,0.2898750106970969,-0.17170231573966954
66,ヘリコプター遊覧,0.1830348040317047,-0.21083025242316691
67,グライダー,0.34338268507140784,-0.1553393122774378
68,お祭り,0.02026738658612678,0.09931044828824633
69,花火大会,0.04406502604947425,0.10255146385367378
70,日帰りバスツアー,0.323269603315285,-0.1740498832461665
71,料理教室,-0.32627941475305966,0.002819273921280396
72,占い,-0.28212176007257034,-0.08425063291961062
73,イルミネーション,0.02751553691573049,0.11257604601891971
74,スケート,-0.048789452147430586,0.19083637361423075
75,プール,0.010489230889224427,0.14211052393120918
76,釣り堀,-0.09592530188148847,0.08096360082845766
77,展望台・タワー,-0.18205647722784926,0.04478219431558398
78,カメラ撮影,-0.11686328809071063,0.045894041485730674
79,ドライブ,0.006593799538858287,0.09457461273117158
80,絵画教室,-0.13584904535676046,-0.24088375166398784
81,楽器を始める・教室,-0.11804640254387945,-0.2381758609743732
82,燻製を嗜む,-0.2484614662588788,0.01312944724656689
